ATCTUN;ATCKOODI;SELITES;SELITER;DDD;DDDYKSIKKO
3870;P03AA;Rikkivalmisteet;Svavelhaltiga preparat;;
3871;P03AA01;diksantogeeni;dixantogen;;
3841;P02CA;Bentsimidatsolijohdokset;Benzimidazolderivat;;
3873;P03AA03;mesulfeeni;mesulfen;;
3874;P03AA04;disulfiraami;disulfiram;;
3875;P03AA05;tirami;tiram;;
3876;P03AA54;disulfiraami, yhdistelmävalmisteet;disulfiram, kombinationer;;
3877;P03AB;Kloorivalmisteet;Klorhaltiga preparat;;
3878;P03AB01;klofenotaani;klofenotan;;
3879;P03AB02;lindaani;lindan;;
3880;P03AB51;klofenotaani, yhdistelmävalmisteet;klofenotan, kombinationer;;
3881;P03AC;Pyretriinit, sis. synteettiset yhdisteet;Pyretriner, inkl. syntetiska föreningar;;
3882;P03AC01;pyretriini;pyretrin;;
3858;P02CF01;ivermektiini;ivermektin;12;mg
3884;P03AC03;fenotriini;fenotrin;;
3885;P03AC04;permetriini;permetrin;;
3886;P03AC51;pyretriini, yhdistelmävalmisteet;pyretrin, kombinationer;;
3887;P03AC52;bioalletriini, yhdistelmävalmisteet;bioalletrin, kombinationer;;
3888;P03AC53;fenotriini, yhdistelmävalmisteet;fenotrin, kombinationer;;
3889;P03AX;Muut ulkoloisten häätöön käytettävät lääkeaineet, myös syyhylääkkeet;Övriga medel mot ektoparasiter, inkl skabbmedel;;
3890;P03AX01;bentsyylibentsoaatti;bensylbensoat;;
3891;P03AX02;kuparioleinaatti;kopparoleinat;;
3892;P03AX03;malationi;malation;;
3872;P03AA02;kaliumpolysulfidi;kaliumpolysulfid;;
3930;R01AB08;tuaminoheptaani;tuaminoheptan;;
3931;R01AC;Allergialääkkeet, ei kortikosteroidit;Allergimedel, exkl. kortikosteroider;;
3932;R01AC01;natriumkromoglikaatti;natriumkromoglikat;40;mg
3933;R01AC02;levokabastiini;levokabastin;0.6;mg
3934;R01AC03;atselastiini;azelastin;0.56;mg
3935;R01AC04;antatsoliini;antazolin;;
3936;R01AC05;spaglumiinihappo;spagluminsyra;;
3937;R01AC06;tontsylamiini;tonzylamin;;
3938;R01AC07;nedokromiili;nedokromil;10.4;mg
3939;R01AC51;natriumkromoglikaatti, yhdistelmävalmisteet;natriumkromoglikat, kombinationer;;
3940;R01AD;Kortikosteroidit, sis. yhdistelmävalmisteet;Kortikosteroider, inkl. kombinationer;;
3941;R01AD01;beklometasoni;beklometason;0.4;mg
3883;P03AC02;bioalletriini;bioalletrin;;
3894;P03B;HYÖNTEISMYRKYT JA -KARKOTTEET;INSEKTSDÖDANDE OCH REPELLERANDE MEDEL;;
3895;P03BA;Pyretriinit;Pyretriner;;
3896;P03BA01;syflutriini;cyflutrin;;
3897;P03BA02;sypermetriini;cypermetrin;;
3898;P03BA03;dekametriini;decametrin;;
3899;P03BA04;tetrametriini;tetrametrin;;
3900;P03BX;Muut hyönteismyrkyt ja -karkotteet;Övriga insektsdödande och repellerande medel;;
3901;P03BX01;dietyylitoluamidi;dietyltoluamid;;
3902;P03BX02;dimetyyliftalaatti;dimetylftalat;;
3903;P03BX03;dibutyyliftalaatti;dibutylftalat;;
3893;P03AX04;kassia;quassia;;
3919;R01AA10;metitsoliini;metizolin;;
3920;R01AA11;tuaminoheptaani;tuaminoheptan;;
3921;R01AA12;fenoksatsoliini;fenoxazolin;;
3922;R01AA13;tymatsoliini;tymazolin;;
3923;R01AB;Sympatomimeettien ja muiden lääkeaineiden (ei kortikosteroidien) yhdistelmävalmisteet;Sympatomimetika i kombination med andra medel, exkl. kortikosteroider;;
3924;R01AB01;fenyyliefriini;fenylefrin;;
3925;R01AB02;nafatsoliini;nafazolin;;
3926;R01AB03;tetrytsoliini;tetryzolin;;
3927;R01AB05;efedriini;efedrin;;
3928;R01AB06;ksylometatsoliini;xylometazolin;0.8;ml
3929;R01AB07;oksimetatsoliini;oximetazolin;;
3942;R01AD02;prednisoloni;prednisolon;;
3943;R01AD03;deksametasoni;dexametason;;
3944;R01AD04;flunisolidi;flunisolid;0.15;mg
3945;R01AD05;budesonidi;budesonid;0.2;mg
3946;R01AD06;beetametasoni;betametason;0.4;mg
3947;R01AD07;tiksokortoli;tixokortol;8;mg
3948;R01AD08;flutikasoni;flutikason;0.2;mg
3949;R01AD53;deksametasoni, yhdistelmävalmisteet;dexametason, kombinationer;;
3950;R01AD57;tiksokortoli, yhdistelmävalmisteet;tixocortol, kombinationer;;
3951;R01AX;Muut nenän tukkoisuutta lievittävät aineet;Övriga avsvällande medel;;
3952;R01AX01;kalsiumheksamiinitiosyanaatti;kalciumhexamintiocyanat;;
3953;R01AX02;retinoli;retinol;800;U
3954;R01AX03;ipratropiumbromidi;ipratropiumbromid;0.24;mg
3955;R01AX05;ritiometaani;ritiometan;;
3904;P03BX04;dibutyylisuksinaatti;dibutylsuccinat;;
3905;P03BX05;dimetyylikarbaatti;dimetylcarbat;;
3906;P03BX06;etoheksadioli;etohexadiol;;
3907;R;HENGITYSELINTEN SAIRAUKSIEN LÄÄKKEET;ANDNINGSORGANEN;;
3908;R01;NENÄN LIMAKALVOJEN HOITOON TARKOITETUT VALMISTEET;MEDEL VID NÄSSJUKDOMAR;;
3909;R01A;NENÄN TUKKOISUUTTA LIEVITTÄVÄT PAIKALLISVALMISTEET;AVSVÄLLANDE OCH ÖVRIGA MEDEL FÖR LOKAL BEHANDLING VID NÄSSJUKDOMAR;;
3910;R01AA;Sympatomimeetit;Sympatomimetika;;
3911;R01AA02;syklopentamiini;cyklopentamin;;
3912;R01AA03;efedriini;efedrin;8;mg
3913;R01AA04;fenyyliefriini;fenylefrin;4;mg
3914;R01AA05;oksimetatsoliini;oximetazolin;0.4;mg
3915;R01AA06;tetrytsoliini;tetryzolin;0.8;mg
3916;R01AA07;ksylometatsoliini;xylometazolin;0.8;mg
3917;R01AA08;nafatsoliini;nafazolin;0.4;mg
3918;R01AA09;tramatsoliini;tramazolin;;
2853;L02AB;Progestageenit;Progestogener;;
2854;L02AB01;megestroli;megestrol;0.16;g
2855;L02AB02;medroksiprogesteroni;medroxiprogesteron;1;g
2856;L02AB03;gestonoroni;gestonoron;40;mg
2857;L02AE;Gonadotropiinia vapauttavan hormonin kaltaiset yhdisteet;Gonadotropinfrisättande hormonanaloger;;
2858;L02AE01;busereliini;buserelin;1.2;mg
2859;L02AE01;busereliini;buserelin;1.5;mg
2860;L02AE01;busereliini;buserelin;0.11;mg
2861;L02AE02;leuproreliini;leuprorelin;1;mg
2862;L02AE02;leuproreliini;leuprorelin;0.134;mg
2863;L02AE03;gosereliini;goserelin;0.129;mg
2864;L02AE04;triptoreliini;triptorelin;0.134;mg
2865;L02AX;Muut hormonit;Övriga hormoner;;
2866;L02B;HORMONIANTAGONISTIT JA VASTAAVAT VALMISTEET;ANTIHORMONER OCH LIKNANDE MEDEL;;
2867;L02BA;Antiestrogeenit;Antiestrogener;;
2868;L02BA01;tamoksifeeni;tamoxifen;20;mg
2989;M01BA03;asetyylisalisyylihappo ja kortikosteroidit;acetylsalicylsyra och kortikosteroider;;
2990;M01BX;Muut tulehduskipulääkkeitä sisältävät yhdistelmävalmisteet;Övriga kombinationer med antiinflammatoriska medel;;
2991;M01CX;Muut spesifiset reumalääkkeet;Övriga specifika antireumatiska medel;;
2992;M01CA;Kinoliinijohdokset;Kinolinderivat;;
2993;M01CA03;oksisinkofeeni;oxycinkofen;1.5;g
2994;M01CB;Kultavalmisteet;Guldpreparat;;
2995;M01CB01;natriumaurotiomalaatti;natriumaurotiomalat;2.4;mg
2996;M01CB02;natriumaurotiosulfaatti;natriumaurotiosulfat;14;mg
2997;M01CB03;auranofiini;auranofin;6;mg
2998;M01CB04;aurotioglukoosi;aurotioglukos;2.4;mg
2999;M01CB05;aurotioproli;aurotioprol;;
3000;M01CC;Penisillamiini ja sen analogit;Penicillamin och analoger;;
3001;M01CC01;penisillamiini;penicillamin;0.5;g
3002;M01CC02;busillamiini;bucillamin;;
3003;M02;LIHAS- JA NIVELSÄRKYJEN PAIKALLISHOITOON TARKOITETUT VALMISTEET;UTVÄRTES MEDEL VID LED- OCH MUSKELSMÄRTOR;;
3102;M04AB04;isobromindioni;isobromindion;;
3103;M04AC;Virtsahappometaboliaan vaikuttamattomat valmisteet;Medel utan effekt på urinsyrametabolismen;;
3104;M04AC01;kolkisiini;kolchicin;1;mg
3105;M04AC02;sinkofeeni;cinkofen;1;g
3106;M04AX;Muut kihtilääkkeet;Övriga giktmedel;;
3107;M04AX01;uraattioksidaasi;uratoxidas;;
3108;M05;LUUKUDOKSEEN VAIKUTTAVAT LÄÄKKEET;MEDEL FÖR BEHANDLING AV SKELETTSJUKDOMAR;;
3109;M05B;LUUN RAKENTEESEEN JA MINERALISAATIOON VAIKUTTAVAT LÄÄKKEET;MEDEL SOM PÅVERKAR BENETS STRUKTUR OCH MINERALISERINGER;;
3110;M05BA;Bisfosfonaatit;Bisfosfonater;;
3111;M05BA01;etidronaatti;etidronat;1.5;g
3112;M05BA01;etidronaatti;etidronat;0.4;g
3113;M05BA02;klodronaatti;klodronat;1.5;g
3114;M05BA02;klodronaatti;klodronat;1.6;g
3115;M05BA03;pamidronaatti;pamidronat;60;mg
3116;M05BA04;alendronaatti;alendronat;10;mg
3117;M05BA05;tiludronaatti;tiludronat;0.4;g
3271;N02BA51;asetyylisalisyylihappo, yhdistelmävalmisteet;acetylsalicylsyra, kombinationer;6;ED
3272;N02BA51;asetyylisalisyylihappo, yhdistelmävalmisteet;acetylsalicylsyra, kombinationer;8;ED
3273;N02BA51;asetyylisalisyylihappo, yhdistelmävalmisteet;acetylsalicylsyra, kombinationer;10;ED
3274;N02BA55;salisyyliamidi, yhdistelmävalmisteet;salicylamid, kombinationer;6;ED
3275;N02BA55;salisyyliamidi, yhdistelmävalmisteet;salicylamid, kombinationer;9;ED
3276;N02BA57;etentsamidi, yhdistelmävalmisteet;etenzamid, kombinationer;;
3277;N02BA59;dipyrosetyyli, yhdistelmävalmisteet;dipyrocetyl, kombinationer;;
3278;N02BA65;karbasalaattikalsium, yhdistelmävalmisteet;karbasalatkalcium, kombinationer;;
3279;N02BA71;asetyylisalisyylihapon ja psyykenlääkkeiden yhdistelmävalmisteet;acetylsalicylsyra i kombination med psykofarmaka;4;ED
3280;N02BA75;salisyyliamidin ja psyykenlääkkeiden yhdistelmävalmisteet;salicylamid i kombination med psykofarmaka;;
3281;N02BA77;etentsamidin ja psyykenlääkkeiden yhdistelmävalmisteet;etenzamid i kombination med psykofarmaka;;
3282;N02BA79;dipyrosetyylin ja psyykenlääkkeiden yhdistelmävalmisteet;dipyrocetyl i kombination med psykofarmaka;;
3283;N02BB;Pyratsolonit;Pyrazoloner;;
3284;N02BB01;fenatsoni;fenazon;3;g
3285;N02BB02;metamitsolinatrium;metamizolnatrium;3;g
3286;N02BB03;aminofenatsoni;aminofenazon;0.5;g
3287;N02BB04;propyfenatsoni;propyfenazon;3;g
2869;L02BA02;toremifeeni;toremifen;60;mg
2870;L02BB;Antiandrogeenit;Antiandrogener;;
2871;L02BB01;flutamidi;flutamid;0.75;g
2872;L02BB02;nilutamidi;nilutamid;0.3;g
2873;L02BB03;bikalutamidi;bikalutamid;50;mg
2874;L02BG;Aromataasi-inhibiittorit;Aromatashämmare;;
2875;L02BG01;aminoglutetimidi;aminoglutetimid;1;g
2876;L02BG02;formestaani;formestan;18;mg
2877;L02BG03;anastrotsoli;anastrozol;1;mg
2878;L02BG04;letrotsoli;letrozol;2.5;mg
2879;L03;IMMUNOSTIMULANTIT;IMMUNSTIMULERANDE MEDEL;;
2880;L03A;IMMUNOSTIMULANTIT;IMMUNSTIMULERANDE MEDEL;;
2881;L03AA;Kasvutekijät;Koloni stimulerande faktorer;;
2882;L03AC01;aldesleukiini;aldesleukin;0.2;mg
2883;L03AA02;filgrastiimi;filgrastim;0.35;mg
2884;L03AA03;molgramostiimi;molgramostim;0.35;mg
2885;L03AB01;interferoni alfa luonnollinen;interferon alfa naturlig;2;MU
2886;L03AX07;poly I:C;poly I:C;;
3004;M02A;LIHAS- JA NIVELSÄRKYJEN PAIKALLISHOITOON TARKOITETUT VALMISTEET;UTVÄRTES MEDEL VID LED- OCH MUSKELSMÄRTOR;;
3005;M02AA;Paikallisesti käytettävät tulehduskipulääkkeet;Icke-steroida anti-inflammatoriska medel till utvärtes bruk;;
3006;M02AA01;fenyylibutatsoni;fenylbutazon;;
3007;M02AA02;mofebutatsoni;mofebutazon;;
3008;M02AA03;klofetsoni;klofezon;;
3009;M02AA04;oksifenbutatsoni;oxifenbutazon;;
3010;M02AA05;bentsydamiini;benzydamin;;
3011;M02AA06;etofenamaatti;etofenamat;;
3012;M02AA07;piroksikaami;piroxikam;;
3013;M02AA08;felbinaakki;felbinak;;
3014;M02AA09;bufeksamaakki;bufexamak;;
3118;M05BA06;ibandronihappo;ibandronsyra;6;mg
3119;M05BB;Bisfosfonaatit, yhdistelmävalmisteet;Bisfosfonater, kombinationer;;
3120;M05BB01;etidronaatti ja kalsium;etidronat och calcium;;
3121;M05BX;Muut luukudokseen vaikuttavat lääkkeet;Övriga medel inverkande på benvävnaden;;
3122;M05BX01;ipriflavoni;ipriflavon;;
3123;M05BX02;aluminiumklorohydraatti;aluminiumklorohydrat;;
3124;M09;MUUT TUKI- JA LIIKUNTAELINTEN SAIRAUKSIEN LÄÄKKEET;ÖVRIGA MEDEL FÖR SJUKDOMAR I STÖD- OCH RÖRELSEAPPARATEN;;
3125;M09A;MUUT TUKI- JA LIIKUNTAELINTEN SAIRAUKSIEN LÄÄKKEET;ÖVRIGA MEDEL FÖR SJUKDOMAR I STÖD- OCH RÖRELSEORGANEN;;
3126;M09AA;Kiniini ja johdokset;Kinin och derivat;;
3127;M09AA01;hydrokiniini;hydrokinin;0.2;g
3128;M09AA72;kiniini, yhdistelmävalmisteet;kinin, kombinationer;2;ED
3129;M09AB;Entsyymit;Enzymer;;
3130;M09AB01;kymopapaiini;kymopapain;;
3288;N02BB05;nifenatsoni;nifenazon;;
3289;N02BB51;fenatsoni, yhdistelmävalmisteet;fenazon, kombinationer;7;ED
3290;N02BB52;metamitsolinatrium, yhdistelmävalmisteet;metamizolnatrium, kombinationer;;
3291;N02BB53;aminofenatsoni, yhdistelmävalmisteet;aminofenazon, kombinationer;;
3292;N02BB54;propyfenatsoni, yhdistelmävalmisteet;propyfenazon i kombination;;
3293;N02BB71;fenatsonin ja psyykenlääkkeiden yhdistelmävalmisteet;fenazon i kombination med psykofarmaka;;
3294;N02BB72;metamitsolinatriumin ja psyykenlääkkeiden yhdistelmävalmisteet;metamizolnatrium i kombination med psykofarmaka;;
3295;N02BB73;aminofenatsonin ja psyykenlääkkeiden yhdistelmävalmisteet;aminofenazon i kombination med psykofarmaka;3;ED
3296;N02BB74;propyfenatsonin ja psyykenlääkkeiden yhdistelmävalmisteet;propyfenazon i kombination med psykofarmaka;;
3297;N02BE;Anilidit, myös yhdistelmävalmisteet;Anilider, inkl. kombinationer;;
3298;N02BE01;parasetamoli;paracetamol;3;g
3299;N02BE03;fenasetiini;fenacetin;1.8;g
3300;N02BE04;busetiini;bucetin;;
3301;N02BE05;propasetamoli;propacetamol;6;g
3302;N02BE51;parasetamoli, yhdistelmävalmisteet;paracetamol, kombinationer;6;ED
3303;N02BE53;fenasetiini, yhdistelmävalmisteet;fenacetin, kombinationer;;
3304;N02BE54;busetiini, yhdistelmävalmisteet;bucetin, kombinationer;;
3305;N02BE71;parasetamolin ja psyykenlääkkeiden yhdistelmävalmisteet;paracetamol i kombination med psykofarmaka;;
3306;N02BE73;fenasetiinin ja psyykenlääkkeiden yhdistelmävalmisteet;fenacetin i kombination med psykofarmaka;;
2887;L03AX08;poly ICLC;poly ICLC;;
2888;L03AX09;tymopentiini;thymopentin;;
2889;L03AB03;interferoni gamma;interferon gamma;40;mcg
2890;L03AA09;sargramostiimi;sargramostim;0.45;mg
2891;L03AA10;lenograstiimi;lenograstim;0.35;mg
2892;L03AB02;interferoni beeta luonnollinen;interferon beta naturlig;33333;U
2893;L03AX;Muut immunostimulantit;Övriga immunstimulerande medel;;
2894;L03AX01;lentinaani;lentinan;0.3;mg
2895;L03AX02;rokinimeksi;rokinimex;;
2896;L03AX03;BCG-rokote;BCG-vaccin;1.8;mg
2897;L03AX04;pegademaasi;pegademas;;
2898;L03AX05;pidotimodi;pidotimod;1.6;g
2899;L01XC01;edrekolomabi;edrecolomab;;
2900;L04;IMMUNOSUPPRESSANTIT;IMMUNSUPPRESSIVA MEDEL;;
2901;L04A;IMMUNOSUPPRESSANTIT;IMMUNSUPPRESSIVA MEDEL;;
2902;L04AA;Selektiiviset immunosuppressantit;Selektiva immunsuppressiva medel;;
2903;L04AD01;siklosporiini;ciklosporin;0.25;g
2904;L04AA02;muromonabi-CD3;muromonab-CD3;5;mg
2905;L04AA03;antilymfosyytti-immunoglobuliini;antilymfosytimmunglobulin;;
3015;M02AA10;ketoprofeeni;ketoprofen;;
3016;M02AA11;bendatsaakki;bendazak;;
3017;M02AA12;naprokseeni;naproxen;;
3018;M02AA13;ibuprofeeni;ibuprofen;;
3019;M02AA14;fentiatsaakki;fentiazak;;
3020;M02AA15;diklofenaakki;diklofenak;;
3021;M02AA16;fepratsoni;feprazon;;
3022;M02AA17;niflumiinihappo;nifluminsyra;;
3023;M02AA18;meklofenaamihappo;meklofenamicsyra;;
3024;M02AA19;flurbiprofeeni;flurbiprofen;;
3025;M02AA21;tolmetiini;tolmetin;;
3131;M09AX;Muut tuki- ja liikuntaelinten sairauksien lääkkeet;Övriga medel vid sjukdomar i stöd- och rörelseorganen;;
3132;M09AX01;hyaluronihappo;hyaluronsyra;3.6;mg
3133;M01AX25;kondroitiinisulfaatti;kondroitinsulfat;;
3134;N;HERMOSTOON VAIKUTTAVAT LÄÄKKEET;NERVSYSTEMET;;
3135;N01;ANESTESIA-AINEET;ANESTETIKA;;
3136;N01A;YLEISANESTEETIT;ALLMÄNANESTETIKA;;
3137;N01AA;Eetterit;Etrar;;
3138;N01AA01;anestesiaeetteri (dietyylieetteri);narkoseter (dietyleter);;
3139;N01AA02;vinyylieetteri;vinyleter;;
3140;N01AB;Halogenoidut hiilivedyt;Halogenerade kolväten;;
3141;N01AB01;halotaani;halotan;;
3142;N01AB02;kloroformi;kloroform;;
3143;N02BG09;metoksifluraani;metoxifluran;;
3144;N01AB04;enfluraani;enfluran;;
3145;N01AB05;trikloorietyleeni;trikloretylen;;
3146;N01AB06;isofluraani;isofluran;;
3147;N01AB07;desfluraani;desfluran;;
3148;N01AB08;sevofluraani;sevofluran;;
3149;N01AF;Barbituraatit;Barbiturater;;
3150;N01AF01;metoheksitaali;metohexital;;
3151;N01AF02;heksobarbitaali;hexobarbital;;
3152;N01AF03;tiopentaali;tiopental;;
3307;N02BE74;busetiinin ja psyykenlääkkeiden yhdistelmävalmisteet;bucetin i kombination med psykofarmaka;;
3308;N02BG;Muut, myös yhdistelmävalmisteet;Övriga, inkl. kombinationer;;
3309;N02BG02;rimatsoli;rimazol;0.9;g
3310;N02BG03;glafeniini;glafenin;0.8;g
3311;N02BG04;floktafeniini;floktafenin;1;g
3312;N02BG05;viminoli;viminol;;
3313;N02BG06;nefopaami;nefopam;;
3314;N02BG07;flupirtiini;flupirtin;0.4;g
3315;N02C;MIGREENILÄÄKKEET;MEDEL VID MIGRÄN;;
3316;N02CA;Torajyväalkaloidit;Mjöldrygealkaloider;;
3317;N02CA01;dihydroergotamiini;dihydroergotamin;4;mg
3318;N02CA04;metysergidi;metysergid;4;mg
3319;N02CA07;lisuridi;lisurid;;
3320;N02CA51;dihydroergotamiinin yhdistelmävalmisteet;dihydroergotamin, kombinationer;;
3321;N02CA52;ergotamiini, yhdistelmävalmisteet;ergotamin, kombinationer;2;ED
3322;N02CA52;ergotamiini, yhdistelmävalmisteet;ergotamin, kombinationer;4;ED
3323;N02CA72;ergotamiinia sisältävät psyykenlääkkeet;ergotamin med psykofarmaka;;
3324;N02CB;Kortikosteroidijohdokset;Kortikosteroidderivat;;
3325;N02CB01;flumedroksoni;flumedroxon;20;mg
3326;N02CC;Selektiiviset 5HT1-reseptoriagonistit;Selektiva 5HT1-receptor agonister;;
3327;N02CC01;sumatriptaani;sumatriptan;20;mg
3328;N02CC01;sumatriptaani;sumatriptan;6;mg
2906;L04AA04;antitymosyytti-immunoglobuliini;antithymosytimmunglobulin;0.1;g
2907;L04AD02;takrolimuusi;takrolimus;5;mg
2908;L04AA06;mykofenolihappo;mykofenolsyra;2;g
2909;L04AX;Muut immunosuppressantit;Övriga immunsuppressiva medel;;
2910;L04AX01;atsatiopriini;azatioprin;0.15;g
2911;L04AX02;talidomidi;talidomid;0.1;g
2912;M;TUKI- JA LIIKUNTAELINTEN SAIRAUKSIEN LÄÄKKEET;STÖD- OCH RÖRELSEAPPARATEN;;
2913;M01;TULEHDUSKIPU- JA REUMALÄÄKKEET;ANTI-INFLAMMATORISKA OCH ANTIREUMATISKA MEDEL;;
2914;M01A;TULEHDUSKIPU- JA REUMALÄÄKKEET;ICKE-STEROIDA ANTI-INFLAMMATORISKA OCH ANTIREUMATISKA MEDEL;;
2915;M01AA;Pyratsolonit;Pyrazoloner;;
2916;M01AA01;fenyylibutatsoni;fenylbutazon;0.3;g
2917;M01AA02;mofebutatsoni;mofebutazon;0.75;g
2918;M01AA03;oksifenbutatsoni;oxifenbutazon;0.3;g
2919;M01AA05;klofetsoni;klofezon;0.6;g
2920;M01AA06;kebutsoni;kebuzon;;
2921;M01AB;Etikkahappojohdokset ja vastaavat aineet;Ättiksyraderivat och närbesläktade substanser;;
3026;M02AA22;suksibutsoni;suxibuzon;;
3027;M02AA23;indometasiini;indometacin;;
3028;M02AB;Kapsaisiini ja vastaavat aineet;Capsaicin och liknande medel;;
3029;M02AC;Salisyylihappojohdoksia sisältävät valmisteet;Preparat med salicylsyraderivat;;
3030;M02AX;Muut lihas- ja nivelsärkyjen paikallishoitoon tarkoitetut valmisteet;Övriga utvärtes medel vid led- och muskelsmärtor;;
3031;M02AX02;tolatsoliini;tolazolin;;
3032;M02AX03;dimetyylisulfoksidi;dimetylsulfoxid;;
3033;M02AX10;muut;övriga;;
3034;M03;LIHASRELAKSANTIT;MUSKELAVSLAPPANDE MEDEL;;
3035;M03A;PERIFEERISESTI VAIKUTTAVAT LIHASRELAKSANTIT;PERIFERT VERKANDE MUSKELAVSLAPPANDE MEDEL;;
3036;M03AA;Kurarealkaloidit;Kurarealkaloider;;
3037;M03AA01;alkuroni;alkuron;;
3038;M03AA02;tubokurariini;tubokurarin;;
3153;N01AG;Barbituraattien ja muiden lääkeaineiden yhdistelmävalmisteet;Barbiturater i kombination med andra medel;;
3154;N01AG01;narkobarbitaali;narkobarbital;;
3155;N01AH;Opioidianesteetit;Opioidanestetika;;
3156;N01AH01;fentanyyli;fentanyl;;
3157;N01AH02;alfentaniili;alfentanil;;
3158;N01AH03;sufentaniili;sufentanil;;
3159;N01AH04;fenoperidiini;fenoperidin;;
3160;N01AH05;anileridiini;anileridin;;
3161;N01AH06;remifentaniili;remifentanil;;
3162;N01AH51;fentanyyli, yhdistelmävalmisteet;fentanyl, kombinationer;;
3163;N01AX;Muut yleisanestesia-aineet;Övriga allmänanestetika;;
3164;N05AD08;droperidoli;droperidol;2.5;mg
3165;N01AX03;ketamiini;ketamin;;
3166;N01AX04;propanididi;propanidid;;
3167;N01AX05;alfaksaloni;alfaxalon;;
3168;N01AX07;etomidaatti;etomidat;;
3169;N01AX10;propofoli;propofol;;
3170;N01AX11;natriumoksibaatti;natriumoxybat;;
3171;N01AX13;dityppioksidi;dikväveoxid;;
3172;N01B;PAIKALLISPUUDUTTEET;LOKALANESTETIKA;;
3173;N01BA;Aminobentsoehapon esterit;Aminobensoesyraestrar;;
3174;N01BA01;metabutetamiini;metabutetamin;;
3175;N01BA02;prokaiini;prokain;;
3176;N01BA03;tetrakaiini;tetrakain;;
3329;N02CC01;sumatriptaani;sumatriptan;50;mg
3330;N02CC02;naratriptaani;naratriptan;2.5;mg
3331;N02CX;Muut migreenilääkkeet;Övriga migränmedel;;
3332;N02CX01;pitsotifeeni;pizotifen;1.5;mg
3333;N02CX02;klonidiini;klonidin;0.1;mg
3334;N02CX03;ipratsokromi;iprazokrom;24;mg
3335;N02CX05;dimetotiatsiini;dimetotiazin;;
3336;N02CX06;oksetoroni;oxetoron;;
3337;N03;EPILEPSIALÄÄKKEET;ANTIEPILEPTIKA;;
3338;N03A;EPILEPSIALÄÄKKEET;ANTIEPILEPTIKA;;
3339;N03AA;Barbituraatit ja niiden johdokset;Barbiturater och derivat;;
3340;N03AA01;metyylifenobarbitaali;metylfenobarbital;0.5;g
3341;N03AA02;fenobarbitaali;fenobarbital;0.1;g
3342;N03AA03;primidoni;primidon;1.25;g
3343;N03AA04;barbeksakloni;barbexaklon;;
3344;N03AA30;metarbitaali;metarbital;0.2;g
3345;N03AB;Hydantoiinijohdokset;Hydantoinderivat;;
3346;N03AB01;etotoiini;etotoin;2.5;g
3347;N03AB02;fenytoiini;fenytoin;0.3;g
3348;N03AB03;amino(difenyylihydantoiini) valeriaanahappo;amino(difenylhydantoin) valeriansyra;0.3;g
3349;N03AB04;mefenytoiini;mefenytoin;0.4;g
3350;N03AB52;fenytoiini, yhdistelmävalmisteet;fenytoin, kombinationer;2;ED
3351;N03AB54;mefenytoiini, yhdistelmävalmisteet;mefenytoin, kombinationer;;
3352;N03AC;Oksatsolidiinijohdokset;Oxazolidinderivat;;
2922;M01AB01;indometasiini;indometacin;0.1;g
2923;M01AB02;sulindaakki;sulindak;0.4;g
2924;M01AB03;tolmetiini;tolmetin;0.7;g
2925;M01AB04;tsomepiraakki;zomepirak;0.3;g
2926;M01AB05;diklofenaakki;diklofenak;0.1;g
2927;M01AB06;alklofenaakki;alklofenak;1.25;g
2928;M01AB07;bumaditsoni;bumadizon;0.4;g
2929;M01AB08;etodolaakki;etodolak;0.4;g
2930;M01AB09;lonatsolaakki;lonazolak;0.6;g
2931;M01AB10;fentiatsaakki;fentiazak;;
2932;M01AB11;asemetasiini;acemetacin;0.12;g
2933;M01AB12;difenpiramidi;difenpiramid;;
2934;M01AB13;oksametasiini;oxametacin;;
3039;M03AA04;dimetyylitubokurariini;dimetyltubokurarin;;
3040;M03AB;Koliinijohdokset;Kolinderivat;;
3041;M03AB01;suksametoni;suxameton;;
3042;M03AC;Muut kvaternaariset ammoniumyhdisteet;Övriga kvartära ammoniumföreningar;;
3043;M03AC01;pankuroni;pankuron;;
3044;M03AC02;gallamiini;gallamin;;
3045;M03AC03;vekuroni;vekuron;;
3046;M03AC04;atrakurium;atrakurium;;
3047;M03AC05;heksafluroni;hexafluron;;
3048;M03AC06;pipekuroniumbromidi;pipekuroniumbromid;;
3049;M03AC07;doksakurium;doxakurium;;
3050;M03AC08;fatsadiniumbromidi;fazadinibromid;;
3051;M03AC09;rokuroniumbromidi;rokuroniumbromid;;
3052;M03AC10;mivakuriumkloridi;mivakuriumklorid;;
3053;M03AC11;sisatrakuuri;cisatrakur;;
3177;N01BA04;klooriprokaiini;klorprokain;;
3178;N01BA05;bentsokaiini;bensokain;;
3179;N01BA52;prokaiini, yhdistelmävalmisteet;prokain, kombinationer;;
3180;N01BB;Amidit;Amider;;
3181;N01BB01;bupivakaiini;bupivakain;;
3182;N01BB02;lidokaiini;lidokain;;
3183;N01BB03;mepivakaiini;mepivakain;;
3184;N01BB04;prilokaiini;prilokain;;
3185;N01BB05;butanilikaiini;butanilikain;;
3186;N01BB06;sinkokaiini;cinkokain;;
3187;N01BB07;etidokaiini;etidokain;;
3188;N01BB08;artikaiini;artikain;;
3189;N01BB09;ropivakaiini;ropivakain;;
3190;N01BB20;yhdistelmävalmisteet;kombinationer;;
