vnr	ATC	valmiste	vahvuus	vahvuus_num	pkoko	pkoko_num
140116	R03DC03	MONTELUKAST ORION	5 MG	5	28 FOL	28
140129	N02CC01	IMIGRAN	100MG	100	2 FOL	2
140130	V03AB35	BRIDION	100 mg/ml	100	10 x 2 ml	10
140132	C08CA01	AMLODIPINE VITABALANS	5 MG	5	100 FOL	100
140141	V03AB35	BRIDION	100 mg/ml	100	10 x 5 ml	10
140153	C09CA01	LOSARTAN AGP	50 MG	50	98 FOL	98
140160	V07AB	AQUA STERILISATA FRESENIUS KABI			10 x 100 ml	1000
140186	R03BB01	ATROVENT	40MIKROG	40	100 FOL	100
140210	G03CA04	OVESTIN	1MG	1	30 FOL	30
140215	C08CA01	AMLODIPINE VITABALANS	10 MG	10	30 FOL	30
140228	R03BB01	ATROVENT	40MIKROG	40	100 FOL	100
140242	C09CA01	LOSARTAN AGP	100 MG	100	98 FOL	98
140245	C09DB01	AMLODIPIN/VALSARTAN RATIOPHARM	5 mg / 80 mg		98	98
140258	B01AB10	INNOHEP	12000 anti-Xa IU	12000	30 x 0.6 ml	30
140284	L01AX03	TEMOZOLOMIDE ACCORD	180 mg	18	5	5
140302	V08CA02	CLARISCAN	0.5 mmol/ml	0.5	10 x 100 ml	10
140310	A11CC03	ALFACALCIDOL ORIFARM	"0,5 MIKROG"	0.5	100 FOL	100
140323	A02BC01	OMEPRAZOL RATIOPHARM	40 MG	40	28 FOL	28
140327	N04BC05	SIFROL	"0,088 MG"	0.088	30 FOL	30
140349	A10BD07	VELMETIA	50/850 MG		2 X 98 FOL	196
140442	N05AF05	CISORDINOL-ACUTARD	50MG/ML	50	10X1ML	10
140500	N07BC02	METADON ABCUR	40 mg	40	25	25
140589	N05BA12	ALPRAZOLAM KRKA	2 MG	2	100 FOL	100
140829	N05AX08	RISPERIDON TEVA	1 MG	1	60 FOL	60
140840	N05AX08	RISPERIDON TEVA	2 MG	2	60 FOL	60
140841	G04CA01	ALFUZOSIN HYDROCHLORID RATIOPHARM	10 MG	10	100 KPL	100
140851	N05AX08	RISPERIDON TEVA	3 MG	3	60 FOL	60
140862	N05AX08	RISPERIDON TEVA	4 MG	4	60 FOL	60
140913	A04AA01	ZOFRAN	8 MG	8	5	5
140928	J05AB01	ACYCLOSTAD	400 MG	400	60 FOL	60
140963	N04BA03	STALEVO	200 MG/50 MG/200 MG	200	30	30
140974	N04BA03	STALEVO	200 MG/50 MG/200 MG	200	100	100
141015	J05AR14	REZOLSTA	800 mg / 150 mg		30	30
141035	N05AH03	OLANZAPINE GLENMARK	5 MG	5	28 FOL	28
141063	S01BC10	NEVANAC	1 mg/ml	1	5 ml	5
141094	C10AA07	ROSUVASTATIN RATIOPHARM	10 mg	10	100	100
141096	C09CA06	CANDESARTAN ORION	8 MG	8	98 FOL	98
141195	H01BB02	SYNTOCINON	8.3 mikrog/ml	8.3	10 x 1 ml	10
141238	N05CH01	MELATONIN VITABALANS	3 mg	3	50	50
141274	A04AA02	GRANISETRON TEVA	2 MG	2	5 FOL	5
141325	L02BA01	TAMEXIN	20MG	20	30 FOL	30
141341	M01AB01	CONFORTID	25MG	25	300	300
141358	N05AA01	KLORPROMAZIN	25 MG	25	100	100
141368	N02CC01	SUMATRIPTAN ACCORD	50 MG	50	12 FOL	12
141377	J02AC05	CRESEMBA	100 mg	100	14	14
141432	N04BC05	SIFROL	"0,18 MG"	0.18	30 FOL	30
141441	M01AH01	CELECOXIB KRKA	100 MG	100	100 FOL	100
141451	N01AH03	SUFENTA FORTE	50 mikrog/ml	50	5 x 5 ml	5
141465	N05AA01	KLORPROMAZIN	50 MG	50	100	100
141473	N05AA01	KLORPROMAZIN	100 MG	100	100	100
141507	N05BA04	ALOPAM	10MG	10	100	100
141614	L02BA01	TAMEXIN	20 MG	20	100	100
141640	L03AA02	RATIOGRASTIM	"30 MILJ IU/0,5 ML"	30	"5 X 0,5 ML"	5
141651	L03AA02	RATIOGRASTIM	"48 MILJ IU/0,8 ML"	48	"5 X 0,8 ML"	5
141662	N03AX12	GABAPENTIN ORIFARM	300 MG	300	100 FOL	100
141673	N03AX12	GABAPENTIN ORIFARM	400 MG	400	100 FOL	100
141794	J02AX04	CASPOFUNGIN ORION	50 mg	50	50 mg	1
141804	N05BA04	ALOPAM	15MG	15	100	100
141839	A02BC02	PANTOPRAZOL SANDOZ	20 MG	20	98 FOL	98
141872	R03DC03	MONTELUKAST TEVA	4 MG	4	98 FOL	98
141879	L03AA02	NEUPOGEN	0.3MG/ML	0.3	5X1ML	5
141887	L03AA02	NEUPOGEN	0.3MG/ML	0.3	5X1.6ML	5
141937	N05BA04	ALOPAM	25MG	25	100	100
141945	N04BC05	SIFROL	"0,18 MG"	0.18	100 FOL	100
141970	L04AA06	CELLCEPT	500 mg	500	50	50
141978	L02BA01	TAMEXIN	40MG	40	100 FOL	100
142083	N04BC05	SIFROL	"0,7 MG"	0.7	100 FOL	100
142123	R07AX01	INOMAX	800 ppm mol/mol	800	2 l	2000
142201	C07AB02	METOHEXAL	95 mg	95	100	100
142230	G02BB01	ORNIBEL	0.120 mg / 0.015 mg / 24 h		3	3
142307	C01BD01	CORDARONE	200 MG	200	30	30
142372	R03AC02	VENTOLINE	0.2MG/DOS	0.2	100 DOS	100
142410	H01AX01	SOMAVERT	15 mg	15	30 x (15 mg + 1 ml)	30
142421	C02KX01	BOSENTAN ACCORD	125 mg	125	56	56
142457	C09DB02	OLMESARTAN MEDOXOMIL/AMLODIPINE ACCORD	20 mg / 5 mg		98	98
142480	L04AA31	AUBAGIO	14 MG	14	84 FOL	84
142505	M01AB01	INDOCID	100MG	100	10	10
142615	C07AG02	CARVERATIO	"6,25 MG"	6.25	100 FOL	100
142637	N04BC05	DERINIK	"0,18 MG"	0.18	30 FOL	30
142674	J07AL52	SYNFLORIX			0.5 ml	1
142685	J07AL52	SYNFLORIX			10 x 0.5 ml	10
142687	N04BX01	TASMAR	100MG	100	30 FOL	30
142734	C09BX02	COSYREL	10 mg / 10 mg		30	30
142835	N05AH03	OLANZAPIN SANDOZ	10 MG	10	56 FOL	56
142851	G04CA01	XATRAL	5MG	5	30 FOL	30
142869	G04CA01	XATRAL	5MG	5	60 FOL	60
142877	S01EA02	PROPINE	1 MG/ML	1	3 X 5 ML	3
142927	C03CA02	BURINEX	1MG	1	100	100
142994	A10BD07	JANUMET	50 mg / 1000 mg		2 x 98	196
143020	N06AX16	VENLAFAXIN ORIFARM	75 MG	75	30 FOL	30
143031	N06AX16	VENLAFAXIN ORIFARM	75 MG	75	100 FOL	100
143042	N06AX16	VENLAFAXIN ORIFARM	150 MG	150	30 FOL	30
143053	N06AX16	VENLAFAXIN ORIFARM	150 MG	150	100 FOL	100
143145	V03AF03	CALCIUMFOLINATE SANDOZ	10 mg/ml	10	35 ml	35
143152	A10BA02	ORAMET-HEXAL	1000 MG	1000	100	100
143185	C10AB05	LIPANTHYL PENTA	145 MG	145	30 FOL	30
143196	C10AB05	LIPANTHYL PENTA	145 MG	145	100 FOL	100
143282	L01XE21	STIVARGA	40 mg	40	3 x 28	84
143333	N07BC02	METADON NORDIC DRUGS	90 mg	90	7 x 50 ml	7
143347	H02AB04	SOLU-MEDROL			500 mg + 7.8 ml	1
143439	C10AA05	ATORVASTATIN PFIZER	40 MG	40	100 FOL	100
143495	N06AB08	FEVARIN	50 MG	50	100	100
143511	J07BC20	TWINRIX PAEDIATRIC			0.5 ml	1
143534	J07BA01	TICOVAC	2.4 mikrog / 0.5 ml	2.4	0.5 ml	1
143536	L01XC17	OPDIVO	10 mg/ml	10	10 ml	10
143587	B03XA01	RETACRIT	"30000 IU/0,75 ML"	30000	"0,75 ML"	1
143598	B03XA01	RETACRIT	"20000 IU/0,5 ML"	20000	"0,5 ML"	1
143609	A10BD07	JANUMET	50/850 MG		56 FOL	56
143616	G04BE08	TADALAFIL MYLAN	20 mg	20	8	8
143620	A10BD07	JANUMET	50/850 MG		196 FOL	196
143623	C09BA02	LINATIL COMP	20 mg / 12.5 mg		100	100
143631	A10BD07	JANUMET	50/1000 MG		56 FOL	56
143642	A10BD07	JANUMET	50/1000 MG		196 FOL	196
143666	L02BG04	LETROZOL ACCORD	2.5 mg	2.5	100	100
143685	D07AB02	LOCOID	1MG/G	1	30G	30
143703	C07AB07	BISOPROLOL VITABALANS	5 MG	5	100 FOL	100
143727	D07AB02	LOCOID	"0,1 %"	0.1	30 G	30
143800	N05AN01	LITAREX	42 MG LI	42	100	100
143847	G03AA12	TASMINETTA	0.03 mg / 3 mg		21	21
143890	J01FF01	CLINDAMYCIN ORION	150 MG	150	100 KPL	100
143917	L01DB03	FARMORUBICIN	2MG/ML	2	5ML	5
143933	L01DB03	FARMORUBICIN	2MG/ML	2	10ML	10
143980	N04BA03	LEVODOPA/CARBIDOPA/ENTACAPONE ACCORD	200 mg / 50 mg / 200 mg		100	100
143985	N05CH01	SLENYTO	1 mg	1	30	30
144022	J07BC20	TWINRIX PAEDIATRIC			10 x 0.5 ml	10
144024	N03AX23	BRIVIACT	10 mg	10	14	14
144035	N05AH05	SYCREST	10 MG	10	60 FOL	60
144089	J07BC02	VAQTA	50 U / 1 ml	50	1 ml	1
144105	L01DB03	FARMORUBICIN	2MG/ML	2	25ML	25
144107	N06DX01	MEMANTINE LEK	10 MG	10	98 FOL	98
144170	C09AA01	CAPOTEN	12.5MG	12.5	30 FOL	30
144189	G04BE03	SILDENAFIL ORION	100 mg	100	4 x 1	4
144222	N02AB03	INSTANYL	50 mikrog	50	6 x 50 mikrog	6
144229	N02AJ06	ALTERMOL	500/30 MG		20 FOL	20
144246	R03BA01	BECOTIDE	50MIKROG/DOS	50	200 DOS	200
144299	L03AA13	PELGRAZ	6 mg	6	6 mg	1
144410	D07AB02					
144477	B05BB01	NATRIUMKLORID	9MG/ML	9	12X500ML	12
144493	M01AB05	MOTIFENE	75 MG	75	14 FOL	14
144501	M01AB05	MOTIFENE	75 MG	75	56 FOL	56
144598	B02BD02	ADYNOVI	500 IU	500	500 IU + 2 ml	1
144684	V03AG01	PHOSPHATE-SANDOZ	500MG		5X20	100
144688	C10AX09	EZETIMIBE ACCORD	10 mg	10	28	28
144774	J07BC02	VAQTA	50 U / 1 ml	50	1 ml	1
144808	D07AB02	LOCOID	1 MG/ML	1	30 ML	30
144824	C01DA14	ISANGINA	50 MG	50	30 FOL	30
144832	C01DA14	ISANGINA	50 MG	50	100 FOL	100
144870	L02AE02	ELIGARD	45 mg	45	45 mg + 426 mg	1
145019	J06BA02	INTRATECT	100 g/l	100	50 ml	50
145045	J05AB01	ACYCLOSTAD	400 MG	400	56 FOL	56
145052	J05AB01	ACYCLOSTAD	800 MG	800	35 FOL	35
145094	N05BA02	RISOLID	25 MG	25	24	24
145129	N03AX16	LYRICA	300 MG	300	56 FOL	56
145158	D11AH01	PROTOPIC	0.0003	0.0003	30 g	30
145243	A07EC01	SALOPYR	500MG	500	100	100
145292	J07BC02	VAQTA	25 U / 0.5 ml	25	0.5 ml	1
145300	J07BC02	VAQTA	25 U / 0.5 ml	25	0.5 ml	1
145385	J01MA02	SIPRION	250 MG	250	20 FOL	20
145391	C08CX01	BEFRAL	100MG	100	28 FOL	28
145396	J01MA02	SIPRION	250 MG	250	10 FOL	10
145397	J05AE01	INVIRASE	500 mg	500	120	120
145407	J01MA02	SIPRION	500 MG	500	10 FOL	10
145412	N07BC02	METADON NORDIC DRUGS	200 mg	200	50 ml	1
145418	J01MA02	SIPRION	500 MG	500	20 FOL	20
145429	J01MA02	SIPRION	750 MG	750	20 FOL	20
145482	D07AC01	DIPRODERM	0.0005	0.0005	20G	20
145490	D07AC01	DIPRODERM	0.0005	0.0005	50G	50
145508	D07AC01	DIPRODERM	0.0005	0.0005	100G	100
145570	N05AH04	QUETIAPINE ACCORD	300 MG	300	60 FOL	60
145613	N02AE01	BUPRENORPHINE RATIOPHARM	20 mikrog/tunti	20	12	12
145619	J01XX08	LINEZOLID SANDOZ	600 MG	600	10 FOL	10
145624	N01BB09	ROPIVACAIN FRESENIUS KABI	10 mg/ml	10	5 x 10 ml	5
145648	B05BB01	PLASMALYTE			20 x 500 ml	500
145689	B03XA01	EPORATIO	3000 IU / 0.5 ml	3000	6 x 0.5 ml	6
145698	N05AH03	ZYPREXA	10 MG	10	28	28
145747	C10AA07	ROSUVASTATIN ACTAVIS	5 MG	5	28 FOL	28
145748	N03AX09	LAMICTAL	5 MG	5	50	50
145763	C08CX01	BEFRAL	50MG	50	28 FOL	28
145771	C08CX01	BEFRAL	50MG	50	98 FOL	98
145795	B03AC	FERINJECT	50 mg Fe / ml	50	5 x 2 ml	5
145799	N06AX21	DULOXETINE ORION	30 MG	30	28 FOL	28
145817	B03AC	FERINJECT	50 mg Fe / ml	50	5 x 10 ml	5
145830	V08CA08	MULTIHANCE	334 mg/ml	334	10 ml	10
145870	A07EC02	PENTASA	1G(/100ML)	1	7X100ML	7
145904	A07EC02	PENTASA	250MG	250	200	200
145932	N05AX12	ARIPIPRAZOL STADA	30 mg	30	28 x 1	1
145978	D06AX01	FUSIDIC ACID ORIFARM	20 mg/g	20	15 g	15
145981	N05AE04	ZIPRASIDON KRKA	80 mg	80	56	56
146020	N05AH04	KETIPINOR	300 MG	300	10 FOL	10
146141	J01FA10	AZITHROMYCIN SANDOZ	500 MG	500	2 FOL	2
146152	J01FA10	AZITHROMYCIN SANDOZ	500 MG	500	3 FOL	3
146229	L01XX19	IRINOTECAN PFIZER	20 mg/ml	20	25 ml	25
146234	N06AX21	DULOXETINE KRKA	30 MG	30	100 FOL	100
146240	L01XX19	IRINOTECAN PFIZER	20 mg/ml	20	2 ml	2
146251	L01XX19	IRINOTECAN PFIZER	20 mg/ml	20	5 ml	5
146352	N06DA04	GALANTAMIN MYLAN	24 MG	24	84 FOL	84
146360	B05BB02	NATRIUMKLORID-GLUCOS BAXTER VIAFLO	4.5 mg/ml + 25 mg/ml		20 x 500 ml	20
146466	L01BC08	DACOGEN	50 mg	50	50 mg	1
146473	N06BA09	STRATTERA	80 mg	80	28	28
146526	N02AA05	OXYCODONE VITABALANS	5 mg	5	100	100
146529	B06AC02	FIRAZYR	30 mg	30	3 ml	1
146530	P01AB01	FLAGYL	400MG	400	10 FOL	10
146540	V03AN01	LÄÄKEHAPPI AWO	1	1	1 l	1
146551	V03AN01	LÄÄKEHAPPI AWO	1	1	2 l	2
146555	P01AB01	FLAGYL	400MG	400	100	100
146560	S01AA01	OFTAN AKVAKOL	5 mg/ml	5	10 ml	10
146562	V03AN01	LÄÄKEHAPPI AWO	1	1	5 l	5
146573	V03AN01	LÄÄKEHAPPI AWO	1	1	7 l	7
146574	R03AK06	SERETIDE DISKUS	50/500 MIKROG/ANNOS		3 X 60 ANNOSTA	180
146584	V03AN01	LÄÄKEHAPPI AWO	1	1	10 l	10
146595	V03AN01	LÄÄKEHAPPI AWO	1	1	20 l	20
146606	V03AN01	LÄÄKEHAPPI AWO	1	1	40 l	40
146617	V03AN01	LÄÄKEHAPPI AWO	1	1	50 l	50
146628	V03AN01	LÄÄKEHAPPI AWO	1	1	10 x 40 l	10
146629	N06DA02	DONEPRION	10 mg	10	28	28
146640	V03AN01	LÄÄKEHAPPI AWO	1	1	10 x 50 l	10
146651	V03AN01	LÄÄKEHAPPI AWO	1	1	12 x 40 l	12
146663	V03AN01	LÄÄKEHAPPI AWO	1	1	12 x 50 l	12
146674	V03AN01	LÄÄKEHAPPI AWO	1	1	180 l	180
146685	V03AN01	LÄÄKEHAPPI AWO	1	1	600 l	600
146938	J01CR02	BETAKLAV	500 mg / 125 mg		20	20
146943	N03AX16	PREGABALIN RATIOPHARM	300 mg	300	100	100
146953	N02AJ06	CODAXOL	500 MG/30 MG		20 FOL	20
146964	N02AJ06	CODAXOL	500 MG/30 MG		50 FOL	50
146975	N02AJ06	CODAXOL	500 MG/30 MG		100 FOL	100
146990	A07EC02	ASACOL	500 mg	500	60	60
147139	N05AX08	RISPERIDON RATIOPHARM	2 mg	2	100	100
147157	C08DB01	DILZEM	30MG	30	30	30
147165	C08DB01	DILZEM	30 MG	30	100	100
147259	J01MA02	CIPROFLOXACIN HEXAL	250 MG	250	10 FOL	10
147330	B05DA	EXTRANEAL	"7,5 %"	7.5	4 X 2500 ML	4
147363	N02CC02	NARAMIG	"2,5 MG"	2.5	2	2
147406	L03AB08	EXTAVIA	250 MIKROG/ML	250	15 KPL	15
147529	N02AA05	OXYCODONE ORION	10 mg	10	98	98
147564	D05BA02	GERALEN	20MG	20	50	50
147587		MCT-ÖLJYMODULI			500 ML	500
147602	N04BC05	OPRYMEA	"0,35 MG"	0.35	100 FOL	100
147675	J01MA02	CIPROFLOXACIN HEXAL	250 MG	250	10 FOL	10
147678	B01AC07	ATROMBIN	75MG	75	300	300
147694	C09AA01	CAPOTEN	25 MG	25	100	100
147709	J01MA02	CIPROFLOXACIN HEXAL	500 MG	500	10 FOL	10
147720	J01MA02	CIPROFLOXACIN HEXAL	500 MG	500	20 FOL	20
147768	B02BC30	TACHOSIL			9.5 x 4.8 cm	1
147788	N03AX16	PREGABALIN KRKA	150 mg	150	100	100
147802	S01BC11	YELLOX	0.9 mg/ml	0.9	5 ml	5
147868	A03FA01	PRIMPERAN	10MG	10	100	100
147900	J01DD13	ORELOX	100MG	100	30 FOL	30
147918	C09AA01	CAPTOSTAD	"12,5 MG"	12.5	100 FOL	100
147932	L01AX03	TEMOZOLOMIDE ACCORD	250 mg	250	5	5
148003	L01AX03	TEMOZOLOMID RATIOPHARM	100 MG	100	5 KPL	5
148031	C09AA01	CAPTOSTAD	25 MG	25	100 FOL	100
148043	N01AX14	ESKETAMINE ORIFARM	25 mg/ml	25	10 x 2 ml	10
148066	G04BD08	SOLIFENACIN SANDOZ	10 mg	10	30	30
148091	C10AA07	ROSUVASTATIN MYLAN	10 MG	10	98 FOL	98
148143	C09DA08	OLMESARTAN MEDOXOMIL/HYDROCHLOROTHIAZIDE ACCORD	20 mg / 25 mg		28	28
148158	G04BD07	TOLTERODIN ACTAVIS	4 MG	4	100 FOL	100
148170	J05AE10	DARUNAVIR MEDICAL VALLEY	600 mg	600	60	60
148195	M05BA07	RISEOS	35 MG	35	4 FOL	4
148202	M01AE17	DEXKETOPROFEN KRKA	50 mg / 2 ml		5 x 2 ml	5
148206	M05BA07	RISEOS	35 MG	35	12 FOL	12
148213	R05CB13	PULMOZYME	1 mg/ml	1	30 x 2.5 ml	30
148251	J01CA08	PENOMAX	200 MG	200	14 FOL	14
148263	J01CA08	PENOMAX	200 MG	200	20 FOL	20
148274	J01CA08	PENOMAX	200 MG	200	30 FOL	30
148285	J01CA08	PENOMAX	200 MG	200	100	100
148299	C09CA07	TELMISARTAN ORION	80 mg	80	98	98
148331	N04BC05	PRAMIPEXOLE BLUEFISH	"0,18 MG"	0.18	100 FOL	100
148363	D11AH04	TOCTINO	10 MG	10	30 FOL	30
148374	D11AH04	TOCTINO	30 MG	30	30 FOL	30
148400	A02BC05	ACIDAL	20 mg	20	28	28
148452	N04AA02	AKINETON	2 MG	2	100 FOL	100
148528	C09AA01	CAPOTEN	50 MG	50	100	100
148564	N02AX02	TRADOLAN RETARD	100 MG	100	20 FOL	20
148575	N02AX02	TRADOLAN RETARD	100 MG	100	100 X 1 FOL	100
148586	N02AX02	TRADOLAN RETARD	150 MG	150	20 FOL	20
148593	C07AA03	VISKEN	5 MG	5	100	100
148597	N02AX02	TRADOLAN RETARD	150 MG	150	100 X 1 FOL	100
148601	C07AA03	VISKEN	5MG	5	30 FOL	30
148608	N02AX02	TRADOLAN RETARD	200 MG	200	20 FOL	20
148620	N02AX02	TRADOLAN RETARD	200 MG	200	100 X 1 FOL	100
148642	N01AX63	LIVOPAN	50 % / 50 %		5 l	5
148734	B05BB02	PERUSLIUOS-K			3 x 2500/3000 ml	3
148808	R03AC19	STRIVERDI RESPIMAT	"2,5 MIKROG"	2.5	60 SUIHKETTA (30	30
148833	C02AC01	CATAPRESAN	150 mikrog/ml  	150	5 x 1 ml	5
148850	L04AD02	ENVARSUS	0.75 mg	0.75	90	90
148882	J02AC02	SPORANOX	10 MG/ML	10	150 ML	150
148936	N07BC05	LEVOPIDON	30 mg	30	30 ml	1
148940	D07AA02	APOCORT	0.01	0.01	50 G	50
149005	B02BD06	HAEMATE	250 IU FVIII / 600 IU VWF		250 IU/600 IU + 5 ML	1
149013	B02BD06	HAEMATE	250 IU FVIII / 600 IU VWF		500 IU/1200 IU+10 ML	1
149088	L02BA01	TADEX	40MG	40	100	100
149120	B02BD06	HAEMATE	1000 IU FVIII / 2400 IU VWF		1000 IU/2400 IU+15ML	1
149166	L04AB01	ERELZI	50 mg	50	4 x 50 mg	4
149203	R03AC02	VENTOLINE	0.1MG/DOS	0.1	200 DOS	200
149279	L01XC24	DARZALEX	20 mg/ml	20	20 ml	20
149286	A07AA02	MYCOSTATIN	500000IU	500000	25	25
149294	J01AA04	TETRALYSAL	300MG	300	20	20
149342	C01CA03	NORADRENALIN ABCUR	1 mg/ml	1	10 x 4 ml	10
149386	N02AE01	NORSPAN	10 MIKROG/H	0.24	4	4
149397	N02AE01	NORSPAN	20 MIKROG/H	0.48	4	4
149408	N02AE01	NORSPAN	5 MIKROG/H	0.12	4	4
149437	S01ED51	OFTASTAD COMP	50 MIKROG/ML+5 MG/ML		"3 X 2,5 ML"	7.5
149484	C02AC01	CATAPRESAN	0.15MG	0.15	100	100
149492	B05DB	PHYSIONEAL GLUCOSE	13.6MG/ML	13.6	5X1.5L	5
149499	D01AE16	LOCERYL	0.05	0.05	5 ml	5
149573	N06AB10	ESCITALOPRAM ACCORD	10 MG	10	28 FOL	28
149666	C01DA02	DEPONIT	5MG/24T	5	10	10
149674	C01DA02	DEPONIT	5MG/24T	5	30	30
149685	N03AX16	PREGABALIN 1A FARMA	150 mg	150	14	14
149690	A08AA02	PONDERAL	20MG	20	120 FOL	120
149724	C01DA02	DEPONIT	5MG/24T	5	100	100
149739	J02AC01	FLUCONAZOL SANDOZ	100 MG	100	28 FOL	28
149786	N02AA05	OXYCODON HCL ACCORD	20 MG	20	30 FOL	30
149798	R03AK11	FLUTIFORM	125/5 MIKROG/ANNOS		120 ANNOSTA	120
149799	A08AA02	PONDERAL	20MG	20	40 FOL	40
149815	N05AF03	TRUXAL	25 MG	25	100	100
149842	L04AD02	ENVARSUS	4 mg	4	30	30
149880	B05DB	PHYSIONEAL GLUCOSE	22.7MG/ML	22.7	5X1.5L	5
149930	D01BA01	FULCIN	500MG	500	100	100
149967	C09BA04	COPRENESSA	4 mg / 1.25 mg		90	90
149972	N05AH04	QUETIAPINE ACCORD	300 mg	300	10	10
149983	N03AX14	KEVESY	15 mg/ml	15	10 x 100 ml	10
149997	A09AA02	COMBIZYM COMP			100 FOL	100
150086	N01AX03	KETALAR	50 mg/ml	50	10 ml	10
150131	L03AX13	GLATIMYL	20 mg/ml	20	28	28
150162	S01GX08	ZADITEN	0.25 mg/ml	0.25	60 x 0.4 ml	60
150168	N06AX16	VENLAFAXINE BLUEFISH	150 mg	150	30	30
150182	A16AX04	NITISINONE MDK	5 mg	5	60	60
150185	C09AA01	CAPTOSTAD	50 MG	50	100 FOL	100
150193	D01BA01	FULCIN	500MG	500	25	25
150324	N02AB03	BREAKYL START	200 + 400 + 600 + 800 mikrog		1 + 1 + 1 + 1	1
150462	J01FA09	CLARITHROMYCIN HEXAL	500 MG	500	20 FOL	20
150473	J01FA09	CLARITHROMYCIN HEXAL	250 MG	250	14 FOL	14
150484	J01FA09	CLARITHROMYCIN HEXAL	500 MG	500	14 FOL	14
150516	C07AG01		100	100	30	30
150540	A10AB01	ACTRAPID PENFILL	100IU/ML	100	5X3ML	15
150624	N06DA02	DONEPEZIL RATIOPHARM	10 MG	10	98 FOL	98
150631	C07AG01	TRANDATE	100 MG	100	100	100
150705	M01AH01	CELECOXIB STADA	200 MG	200	10 FOL	10
150706	M03AC11	NIMBEX	2 mg/ml	2	5 x 2.5 ml	5
150714	M03AC11	NIMBEX	2 mg/ml	2	5 x 5 ml	5
150722	A10AB01	ACTRAPID PEN	100IU/ML	100	5X3ML	15
150748	C07AG01		200	200	100	100
150797	M03AC11	NIMBEX	2 mg/ml	2	5 x 10 ml	5
150821	J01AA07	DUMOCYCLIN	250MG	250	36	36
150888	D07AB07	CORTICODERM	1MG/G		30G	30
150979	M03AC11	NIMBEX FORTE	5 mg/ml	5	30 ml	30
151001	V03AE07	PHOS-EX	250MG CA	250	180	180
151012	J02AC04	NOXAFIL	300 mg	300	1	1
151035	N05CD08	BUCCOLAM	10 MG	10	4 X 2 ML	4
151037	N06DX01	MARBODIN	20 MG	20	98 FOL	98
151168	C10AA07	CRESTOR	20 mg	20	14	14
151175	N05AF01	FLUANXOL DEPOT	20MG/ML	20	10X2ML	20
151183	N05AF01	FLUANXOL DEPOT	20MG/ML	20	2ML	2
151191	N05AF01	FLUANXOL DEPOT	20MG/ML	20	10X1ML	10
151209	N05AF01	FLUANXOL DEPOT	20 MG/ML	20	1 ML	1
151217	G01AF01	FLAGYL	500MG	500	10	10
151239	A16AX04	ORFADIN	4 mg/ml	4	90 ml	90
151282	D07AC04	SYNALAR	0.00025		30G	30
151298	N03AX16	PREGABALIN MYLAN	150 mg	150	100	100
151305	N05AH04	QUETIAPINE ACCORD	25 MG	25	100 FOL	100
151314	J05AR10	KALETRA	200 mg / 50 mg		120	120
151341	L03AB07	REBIF	22 MIKROG	22	"12 X 0,5 ML"	12
151356	N06DA02	DONEPEZIL TEVA	10 MG	10	98 FOL	98
151361	N02CC01	ORIPTAN	50 mg	50	3	3
151383	N02CC01	ORIPTAN	50 MG	50	6 FOL	6
151394	N02CC01	ORIPTAN	50 MG	50	12 FOL	12
151405	N02CC01	ORIPTAN	50 mg	50	18	18
151427	N02CC01	ORIPTAN	100 mg	100	3	3
151446	B05D	SELUTRIO 40			4 X 2000 ML	4
151450	N02CC01	ORIPTAN	100 MG	100	6 FOL	6
151461	N02CC01	ORIPTAN	100 mg	100	12	12
151473	N02CC01	ORIPTAN	100 MG	100	18 FOL	18
151491	N05AH03	OLANZAPIN RATIOPHARM	5 mg	5	98	98
151498	G03CA03	ESTRADERM MATRIX	100MIKROG/24T	100	8	8
151518	N06DX01	EBIXA	20 MG	20	28 FOL	28
151529	N06DX01	EBIXA	20 MG	20	98 FOL	98
151540	N06DX01	EBIXA	5 MG+10 MG+15 MG+20 MG		7+7+7+7	28
151589	A07EC02	ASACOL	400 MG	400	100 FOL	100
151605	A10AC01	PROTAPHAN	100IU/ML	100	5ML	5
151606	C09AA03	LISINOPRIL MYLAN	10 MG	10	100 FOL	100
151617	C09AA03	LISINOPRIL MYLAN	20 MG	20	100 FOL	100
151640	G04CA02	TAMSULOGEN	"0,4 MG"	0.4	90 FOL	90
151658	C09CA06	CANDEMOX	8 MG	8	30 FOL	30
151708	V03AF10	LEVOFOLIC	50 mg/ml	50	1 ml	1
151709	N05AX08	RISPERIDON RATIOPHARM	1 mg	1	60	60
151713	N05BB01	HYDROXYZINE ORIFARM	25 mg	25	25	25
151719	V03AF10	LEVOFOLIC	50 mg/ml	50	4 ml	4
151780	C10AX09	EZETIMIB STADA	10 mg	10	100	100
151832	N06AX21	DULOXETIN STADA	60 MG	60	98 FOL	98
151837	N07BB04	REVIA	50MG	50	28 FOL	28
151852	J01FF01	DALACIN	300 MG	300	32 FOL	32
151860	J01FF01	DALACIN	300 MG	300	100 FOL	100
151920	J01MA02	CIPROFLOXACIN TEVA	250 MG	250	20 FOL	20
151931	J01MA02	CIPROFLOXACIN TEVA	500 MG	500	10 FOL	10
151938	C09CA06	CANDESARTAN ORION	16 MG	16	98 FOL	98
151942	J01MA02	CIPROFLOXACIN TEVA	500 MG	500	20 FOL	20
